steamerid,firstname,lastname,DBteamId,IP,start_IP,relief_IP,start_percent,FBV,TBF,G,GS,W,L,SV,BB,K,HBP,ER,R,ERA,RA,H,HR,GB,FB,LD,K9,BB9,HR9,WHIP
sa657872,Paul,Blackburn,CHN,1,0.984,0.016,0.984,NULL,5,0.250391228070175,0.1595,0.0432,0.0854,0,0.5132,0.59,0.0374,0.6037,0.6471,5.4333,5.8239,1.0896,0.14,1.5098,1.1788,0.6896,5.31,4.6188,1.26,1.6028
sa577696,Will,Roberts,CLE,1,0.987,0.013,0.987,NULL,4,0.216666666666667,0.1667,0.0483,0.0793,0,0.32,0.4873,0.031,0.6039,0.645,5.4351,5.805,1.1814,0.16,1.4998,1.3419,0.7455,4.3857,2.88,1.44,1.5014
sa389188,Ryan,Tatusko,WAS,1,0.905,0.095,0.905,NULL,5,0.440947368421053,0.1189,0.0462,0.0844,0,0.5719,0.6645,0.0511,0.604,0.6472,5.436,5.8248,1.0627,0.13,1.4562,1.1355,0.6803,5.9805,5.1471,1.17,1.6346
sa550637,Ramon,Oviedo,PHI,1,0.686,0.314,0.686,NULL,5,0.207184210526316,0.1687,0.0406,0.0691,0,0.4496,0.5522,0.038,0.6042,0.6472,5.4378,5.8248,1.1221,0.15,1.5489,1.2109,0.6911,4.9698,4.0464,1.35,1.5717
sa657940,Colin,Rodgers,KCA,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.05,0.0771,0,0.5082,0.4822,0.0359,0.6043,0.6471,5.4387,5.8239,1.118,0.14,1.4746,1.3198,0.7233,4.3398,4.5738,1.26,1.6262
sa602414,Jake,Junis,KCA,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.05,0.0771,0,0.3981,0.4415,0.0506,0.6043,0.6466,5.4387,5.8194,1.1553,0.15,1.5101,1.3516,0.7407,3.9735,3.5829,1.35,1.5534
sa599266,Salvatore,Romano,CIN,1,1,0,1,90.6,5,0.175438596491228,0.1754,0.0434,0.0837,0,0.546,0.6624,0.0497,0.6046,0.6476,5.4414,5.8284,1.0592,0.15,1.467,1.1461,0.6622,5.9616,4.914,1.35,1.6052
sa200086,Jonathan,Castellanos,FA,1,1,0,1,NULL,4,0.175438596491228,0.1754,0.0474,0.0797,0,0.3398,0.4632,0.0484,0.6046,0.647,5.4414,5.823,1.1743,0.16,1.5594,1.3037,0.7383,4.1688,3.0582,1.44,1.5141
sa504806,Ivan,Julio,SEA,1,0.984,0.016,0.984,NULL,4,0.188961403508772,0.1726,0.05,0.0766,0,0.3645,0.4843,0.0526,0.6047,0.6463,5.4423,5.8167,1.1552,0.16,1.5035,1.3467,0.7132,4.3587,3.2805,1.44,1.5197
sa526929,Jake,Thompson,TBA,1,0.992,0.008,0.992,NULL,5,0.181705263157895,0.1741,0.0482,0.0787,0,0.4625,0.4919,0.0281,0.6047,0.6471,5.4423,5.8239,1.1182,0.15,1.4794,1.3248,0.7087,4.4271,4.1625,1.35,1.5807
sa502193,Austin,House,OAK,1,0.625,0.375,0.625,NULL,5,1,0,0.0395,0.0605,0,0.5041,0.5196,0.0343,0.605,0.6472,5.445,5.8248,1.1147,0.14,1.4578,1.3082,0.7128,4.6764,4.5369,1.26,1.6188
sa657755,Ramon,Rodriguez,NYN,1,0.943,0.057,0.943,NULL,5,0.222108771929825,0.1655,0.0417,0.0836,0,0.4383,0.5349,0.0411,0.6051,0.6483,5.4459,5.8347,1.1254,0.15,1.5551,1.2149,0.6998,4.8141,3.9447,1.35,1.5637
sa546755,Matt,Summers,MIN,1,0.993,0.007,0.993,94.2,5,0.184508771929825,0.1735,0.0458,0.0812,0,0.4532,0.5973,0.0508,0.6053,0.6466,5.4477,5.8194,1.1291,0.14,1.4191,1.2721,0.7281,5.3757,4.0788,1.26,1.5823
sa658232,Hunter,Haynes,KCA,1,0.781,0.219,0.781,NULL,5,0.450264912280702,0.117,0.0472,0.0764,0,0.5483,0.4995,0.0395,0.6054,0.6483,5.4486,5.8347,1.1063,0.14,1.4613,1.3079,0.7167,4.4955,4.9347,1.26,1.6546
sa597805,Sam,Stafford,TEX,1,0.625,0.375,0.625,NULL,5,0.484649122807018,0.1096,0.0472,0.0685,0,0.5591,0.6345,0.0408,0.6056,0.6472,5.4504,5.8248,1.0909,0.14,1.3888,1.2453,0.7076,5.7105,5.0319,1.26,1.65
sa599144,Benjamin,Alsup,COL,1,1,0,1,91.4,5,0.175438596491228,0.1754,0.0525,0.0746,0,0.4508,0.6222,0.0447,0.6056,0.648,5.4504,5.832,1.132,0.15,1.4825,1.1568,0.7537,5.5998,4.0572,1.35,1.5828
sa658075,Dailyn,Martinez,SLN,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.0464,0.0807,0,0.4427,0.4886,0.0377,0.6056,0.6493,5.4504,5.8437,1.1419,0.13,1.5721,1.2294,0.7302,4.3974,3.9843,1.17,1.5846
sa659560,Justin,James,TOR,1,0.357,0.643,0.357,NULL,5,0.355770175438596,0.1371,0.0415,0.0539,0,0.3973,0.5329,0.0342,0.6056,0.6466,5.4504,5.8194,1.159,0.16,1.4731,1.3184,0.7236,4.7961,3.5757,1.44,1.5563
sa503702,David,Holman,SEA,1,0.53,0.47,0.53,NULL,4,0.562735087719298,0.093,0.0446,0.0685,0,0.323,0.4089,0.0421,0.6057,0.6474,5.4513,5.8266,1.1921,0.16,1.5513,1.3895,0.7359,3.6801,2.907,1.44,1.5151
sa504997,Eduar,Quinonez,TBA,1,0.732,0.268,0.732,NULL,5,0.411015789473684,0.1253,0.0454,0.074,0,0.4964,0.4968,0.0441,0.6059,0.6484,5.4531,5.8356,1.1123,0.15,1.4736,1.3196,0.7059,4.4712,4.4676,1.35,1.6087
sa503599,Deivi,Jimenez,OAK,1,0.958,0.042,0.958,NULL,5,0.226973684210526,0.1645,0.0485,0.0778,0,0.4418,0.4866,0.0376,0.6061,0.6483,5.4549,5.8347,1.136,0.15,1.4818,1.3297,0.7245,4.3794,3.9762,1.35,1.5778
sa737927,Conner,Kendrick,NYA,1,0.889,0.111,0.889,NULL,5,0.267047368421053,0.1559,0.0477,0.0759,0,0.4583,0.5168,0.0395,0.6063,0.6483,5.4567,5.8347,1.1237,0.16,1.4745,1.3208,0.701,4.6512,4.1247,1.44,1.582
sa501496,James,Needy,SDN,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.0443,0.0828,0,0.4641,0.5727,0.0456,0.6066,0.6498,5.4594,5.8482,1.1092,0.14,1.5369,1.1988,0.6802,5.1543,4.1769,1.26,1.5733
sa548275,Perci,Garner,PHI,1,1,0,1,95,5,0.175438596491228,0.1754,0.041,0.0861,0,0.5842,0.7109,0.0448,0.6067,0.6496,5.4603,5.8464,1.0378,0.13,1.4374,1.1236,0.6413,6.3981,5.2578,1.17,1.622
sa194674,Alfredo,Garcia,FA,1,0.726,0.274,0.726,NULL,5,0.289145614035088,0.1512,0.0446,0.0702,0,0.3706,0.4599,0.0427,0.6069,0.6494,5.4621,5.8446,1.1723,0.15,1.5586,1.303,0.7379,4.1391,3.3354,1.35,1.5429
sa654490,Jorge,Soto,FA,1,0.686,0.314,0.686,NULL,5,0.656405263157895,0.0731,0.0431,0.0827,0,0.4005,0.4814,0.0433,0.6069,0.6494,5.4621,5.8446,1.1596,0.15,1.5431,1.2901,0.7306,4.3326,3.6045,1.35,1.5601
sa550593,Jose,Alonzo,TBA,1,0.875,0.125,0.875,NULL,5,0.204380701754386,0.1693,0.0468,0.0739,0,0.4317,0.4476,0.05,0.6069,0.6494,5.4621,5.8446,1.1407,0.15,1.5077,1.3502,0.7223,4.0284,3.8853,1.35,1.5724
sa731180,Heri,Quevedo,BOS,1,0.825,0.175,0.825,NULL,5,0.323117543859649,0.144,0.0494,0.0724,0,0.5176,0.6214,0.042,0.6073,0.6489,5.4657,5.8401,1.1025,0.14,1.3972,1.2525,0.7167,5.5926,4.6584,1.26,1.6201
sa657903,Yimauri,Pena,KCA,1,0.758,0.242,0.758,NULL,5,0.375312280701754,0.1329,0.0468,0.0728,0,0.4754,0.4795,0.0415,0.6076,0.6501,5.4684,5.8509,1.131,0.15,1.482,1.3263,0.7269,4.3155,4.2786,1.35,1.6064
sa599510,Anthony,Banda,MIL,1,1,0,1,NULL,5,0.450264912280702,0.117,0.0434,0.0931,0,0.5201,0.5907,0.0357,0.6076,0.6511,5.4684,5.8599,1.0988,0.14,1.5093,1.1811,0.6936,5.3163,4.6809,1.26,1.6189
6248,Aaron,Laffey,TOR,1,0.87,0.13,0.87,85.3,5,0.629771929824561,0.0788,0.0484,0.0872,0,0.4074,0.4728,0.0569,0.6078,0.6521,5.4702,5.8689,1.1771,0.14,1.6503,1.1921,0.7368,4.2552,3.6666,1.26,1.5845
sa549138,Taylor,Reid,COL,1,0.121,0.879,0.121,NULL,5,0.793859649122807,0.0439,0.0398,0.0584,0,0.4977,0.5808,0.0483,0.6078,0.6506,5.4702,5.8554,1.1448,0.15,1.504,1.1736,0.7646,5.2272,4.4793,1.35,1.6425
sa598346,Zack,Breault,TOR,1,0.385,0.615,0.385,NULL,5,0.175438596491228,0.1754,0.041,0.05,0,0.4241,0.5528,0.0464,0.6079,0.6489,5.4711,5.8401,1.1478,0.16,1.4595,1.3062,0.717,4.9752,3.8169,1.44,1.5719
sa579301,Kyle,Anderson,TOR,1,1,0,1,NULL,4,1,0,0.0392,0.0608,0,0.3462,0.4816,0.0418,0.6079,0.6493,5.4711,5.8437,1.18,0.16,1.5044,1.3464,0.739,4.3344,3.1158,1.44,1.5262
sa658199,Julio,Felix,DET,1,0.39,0.61,0.39,NULL,5,1,0,0.0392,0.0608,0,0.3895,0.4615,0.0359,0.608,0.6497,5.472,5.8473,1.1641,0.16,1.5191,1.3575,0.7141,4.1535,3.5055,1.44,1.5536
sa502999,Baudilio,Lopez,LAA,1,0.683,0.317,0.683,NULL,5,0.175438596491228,0.1754,0.0459,0.0626,0,0.4136,0.4896,0.0464,0.6081,0.6498,5.4729,5.8482,1.1518,0.15,1.4914,1.3387,0.7211,4.4064,3.7224,1.35,1.5654
sa504206,Victor,Mateo,TBA,1,0.992,0.008,0.992,NULL,5,0.298215789473684,0.1493,0.0475,0.0832,0,0.4486,0.4713,0.0593,0.6081,0.6505,5.4729,5.8545,1.1293,0.15,1.4928,1.3368,0.7151,4.2417,4.0374,1.35,1.5779
sa597767,Michael,Kelly,SDN,1,0,1,0,NULL,5,1,0,0.0392,0.0608,0,0.6539,0.673,0.0515,0.6081,0.6514,5.4729,5.8626,1.043,0.12,1.4565,1.1361,0.6447,6.057,5.8851,1.08,1.6969
sa599248,Gabriel,Saquilon,SEA,1,0.556,0.444,0.556,NULL,5,0.541873684210526,0.0975,0.0446,0.0692,0,0.4655,0.5295,0.0446,0.6082,0.6499,5.4738,5.8491,1.1248,0.15,1.4691,1.3159,0.6969,4.7655,4.1895,1.35,1.5903
sa658335,Derek,De Young,OAK,1,0.879,0.121,0.879,NULL,5,1,0,0.0392,0.0608,0,0.4509,0.4827,0.0503,0.6083,0.6506,5.4747,5.8554,1.1373,0.15,1.4837,1.3315,0.7254,4.3443,4.0581,1.35,1.5882
sa658116,Zach,Isler,CHA,1,0,1,0,NULL,5,0.812577192982456,0.0399,0.0373,0.0546,0,0.4469,0.554,0.0431,0.6087,0.6497,5.4783,5.8473,1.1401,0.16,1.4655,1.3127,0.6973,4.986,4.0221,1.44,1.587
sa598120,Yimmi,Brasoban,SDN,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.0441,0.083,0,0.4465,0.5504,0.0423,0.6088,0.652,5.4792,5.868,1.1214,0.14,1.5527,1.2111,0.6872,4.9536,4.0185,1.26,1.5679
sa601045,Cody,Kukuk,BOS,1,0.984,0.016,0.984,91.8,5,1,0,0.0391,0.0609,0,0.722,0.8099,0.0331,0.6089,0.6509,5.4801,5.8581,0.9929,0.12,1.2695,1.1379,0.6511,7.2891,6.498,1.08,1.7149
sa550570,Matt,Schuld,MIN,1,0.83,0.17,0.83,NULL,5,0.231343859649123,0.1635,0.0443,0.0747,0,0.3692,0.5011,0.0526,0.6089,0.6503,5.4801,5.8527,1.1818,0.15,1.4822,1.3286,0.7604,4.5099,3.3228,1.35,1.551
sa294384,James,Avery,FA,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.0469,0.0802,0,0.3982,0.5023,0.0526,0.6091,0.6516,5.4819,5.8644,1.1517,0.15,1.531,1.28,0.7249,4.5207,3.5838,1.35,1.5499
sa509041,Rene,Coss,FA,1,0.7,0.3,0.7,NULL,5,1,0,0.0391,0.0609,0,0.4669,0.5372,0.0451,0.6091,0.6517,5.4819,5.8653,1.1288,0.15,1.5045,1.2578,0.7123,4.8348,4.2021,1.35,1.5957
sa502440,Heath,Nichols,LAA,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.0503,0.0768,0,0.3893,0.4928,0.0419,0.6092,0.6509,5.4828,5.8581,1.1539,0.15,1.4919,1.3392,0.7213,4.4352,3.5037,1.35,1.5432
sa599910,Francisco,Villa,LAN,1,1,0,1,NULL,5,0.725173684210526,0.0585,0.0348,0.1121,0,0.4505,0.5118,0.0386,0.6092,0.6528,5.4828,5.8752,1.1248,0.14,1.5682,1.2259,0.6975,4.6062,4.0545,1.26,1.5753
sa389922,Daniel,Turpen,MIN,1,0,1,0,NULL,5,1,0,0.039,0.061,0,0.5492,0.5913,0.0466,0.6096,0.6512,5.4864,5.8608,1.1214,0.13,1.4156,1.2689,0.7263,5.3217,4.9428,1.17,1.6706
sa548475,Evan,Grills,HOU,1,0.833,0.167,0.833,NULL,5,0.607343859649123,0.0835,0.0419,0.0907,0,0.4135,0.5127,0.0472,0.6097,0.6513,5.4873,5.8617,1.155,0.15,1.4831,1.3277,0.7196,4.6143,3.7215,1.35,1.5685
sa388851,Adam,Olbrychowski,WAS,1,0.893,0.107,0.893,NULL,5,0.175438596491228,0.1754,0.0462,0.0746,0,0.4858,0.5595,0.0472,0.6097,0.6531,5.4873,5.8779,1.12,0.14,1.53,1.193,0.7148,5.0355,4.3722,1.26,1.6058
sa737542,Cody,Reed,KCA,1,0.769,0.231,0.769,NULL,5,0.365747368421053,0.1349,0.0467,0.0733,0,0.5817,0.5211,0.0466,0.6098,0.6528,5.4882,5.8752,1.0948,0.13,1.4469,1.2949,0.7096,4.6899,5.2353,1.17,1.6765
sa455193,Mark,Sorensen,DET,1,0.828,0.172,0.828,NULL,4,0.175438596491228,0.1754,0.0484,0.0686,0,0.3134,0.4302,0.0396,0.6101,0.6517,5.4909,5.8653,1.1874,0.16,1.5444,1.3801,0.726,3.8718,2.8206,1.44,1.5008
sa253784,Mike,Macdonald,BOS,1,0.98,0.02,0.98,NULL,4,0.193331578947368,0.1716,0.0513,0.0752,0,0.3129,0.4496,0.0497,0.6102,0.6516,5.4918,5.8644,1.2012,0.16,1.5131,1.3563,0.7761,4.0464,2.8161,1.44,1.5141
sa550274,Justin,Haley,BOS,1,0.984,0.016,0.984,92.6,5,0.188961403508772,0.1726,0.0513,0.0753,0,0.641,0.7548,0.0315,0.6102,0.6519,5.4918,5.8671,1.0301,0.13,1.3098,1.1741,0.6718,6.7932,5.769,1.17,1.6711
sa656016,German,Marquez,TBA,1,1,0,1,NULL,5,0.365747368421053,0.1349,0.0469,0.0866,0,0.4675,0.4816,0.0422,0.6103,0.6528,5.4927,5.8752,1.1231,0.15,1.4851,1.3299,0.7115,4.3344,4.2075,1.35,1.5906
sa548216,Zack,Cates,CHN,1,0.926,0.074,0.926,NULL,5,0.175438596491228,0.1754,0.0427,0.08,0,0.5301,0.5834,0.047,0.6103,0.6539,5.4927,5.8851,1.092,0.14,1.513,1.1813,0.6911,5.2506,4.7709,1.26,1.6221
sa502341,Brady,Wager,BAL,1,1,0,1,91.8,5,0.175438596491228,0.1754,0.0491,0.078,0,0.4242,0.5595,0.0566,0.6104,0.6518,5.4936,5.8662,1.1267,0.17,1.4524,1.3002,0.7078,5.0355,3.8178,1.53,1.5509
683,Nelson,Figueroa,HOU,1,0.862,0.138,0.862,85.9,4,0.841684210526316,0.0337,0.027,0.1167,0,0.3732,0.5324,0.0481,0.6106,0.6518,5.4954,5.8662,1.1586,0.16,1.4813,1.3194,0.717,4.7916,3.3588,1.44,1.5318
sa657848,David,Martinez,COL,1,0.625,0.375,0.625,NULL,5,0.505263157894737,0.1053,0.0466,0.0699,0,0.3911,0.5225,0.0402,0.6106,0.6533,5.4954,5.8797,1.1847,0.16,1.5496,1.2092,0.7878,4.7025,3.5199,1.44,1.5758
sa657418,Fernando,Romero,MIN,1,0.833,0.167,0.833,NULL,5,0.31289298245614,0.1462,0.0439,0.0779,0,0.4281,0.5461,0.0423,0.611,0.6524,5.499,5.8716,1.156,0.14,1.4518,1.3014,0.7449,4.9149,3.8529,1.26,1.5841
sa599236,Amir,Garrett,CIN,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.0427,0.0844,0,0.4954,0.5307,0.0427,0.6111,0.655,5.4999,5.895,1.1154,0.15,1.5509,1.2116,0.7001,4.7763,4.4586,1.35,1.6108
sa597434,Frank,Lopez,TEX,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.0521,0.075,0,0.5234,0.6172,0.0416,0.6112,0.6529,5.5008,5.8761,1.1046,0.15,1.4027,1.2577,0.7147,5.5548,4.7106,1.35,1.628
sa549124,Dayton,Marze,TOR,1,0,1,0,NULL,5,1,0,0.0389,0.0611,0,0.4348,0.521,0.0536,0.6112,0.6524,5.5008,5.8716,1.1615,0.16,1.4783,1.323,0.7262,4.689,3.9132,1.44,1.5963
sa185597,Joel,Vargas,FA,1,1,0,1,NULL,4,0.175438596491228,0.1754,0.0467,0.0804,0,0.3154,0.4243,0.0426,0.6113,0.6539,5.5017,5.8851,1.1958,0.16,1.5858,1.3258,0.7508,3.8187,2.8386,1.44,1.5112
sa685948,Junior,Feliz,TBA,1,1,0,1,NULL,5,0.484649122807018,0.1096,0.0456,0.0921,0,0.4554,0.4672,0.0508,0.6114,0.6539,5.5026,5.8851,1.1313,0.15,1.4952,1.339,0.7163,4.2048,4.0986,1.35,1.5867
sa455754,Tim,Atherton,MIN,1,0.733,0.267,0.733,NULL,5,0.395349122807018,0.1286,0.0431,0.0758,0,0.5303,0.6307,0.0431,0.6118,0.6533,5.5062,5.8797,1.1065,0.13,1.3937,1.2493,0.7151,5.6763,4.7727,1.17,1.6368
sa658142,Jordan,Guth,PHI,1,0.355,0.645,0.355,NULL,5,0.260038596491228,0.1574,0.038,0.054,0,0.5181,0.5685,0.035,0.612,0.6553,5.508,5.8977,1.1085,0.14,1.5334,1.1987,0.6841,5.1165,4.6629,1.26,1.6266
sa326711,Evan,Anundsen,MIL,1,0.968,0.032,0.968,NULL,5,0.403264912280702,0.127,0.0433,0.0896,0,0.3943,0.5211,0.0469,0.612,0.655,5.508,5.895,1.154,0.16,1.5687,1.2275,0.7208,4.6899,3.5487,1.44,1.5483
sa657699,Harol,Rosario,KCA,1,0.714,0.286,0.714,NULL,5,0.803671929824561,0.0418,0.0409,0.0925,0,0.4876,0.4758,0.0463,0.6121,0.6546,5.5089,5.8914,1.132,0.15,1.4833,1.3276,0.7275,4.2822,4.3884,1.35,1.6196
sa597788,Joe,Ross,SDN,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.0437,0.0834,0,0.4494,0.5452,0.0383,0.6121,0.6554,5.5089,5.8986,1.1243,0.14,1.5565,1.214,0.6889,4.9068,4.0446,1.26,1.5737
sa602540,Alexander,Keudell,LAA,1,1,0,1,NULL,4,0.175438596491228,0.1754,0.05,0.0771,0,0.3729,0.4686,0.0369,0.6125,0.6543,5.5125,5.8887,1.167,0.15,1.5077,1.3533,0.729,4.2174,3.3561,1.35,1.5399
sa503000,Jose,Monegro,TEX,1,0.582,0.418,0.582,NULL,5,1,0,0.0387,0.0613,0,0.3967,0.5242,0.0419,0.6126,0.6538,5.5134,5.8842,1.169,0.16,1.4708,1.3188,0.7494,4.7178,3.5703,1.44,1.5657
sa598786,Elvis,Araujo,CLE,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.0476,0.0795,0,0.5007,0.5482,0.0391,0.6126,0.6548,5.5134,5.8932,1.125,0.13,1.4462,1.294,0.7189,4.9338,4.5063,1.17,1.6257
sa397814,Tom,Stuifbergen,MIN,1,0.964,0.036,0.964,NULL,4,0.187064912280702,0.173,0.0449,0.0805,0,0.2531,0.4115,0.0405,0.6126,0.654,5.5134,5.886,1.2347,0.16,1.5435,1.3836,0.7919,3.7035,2.2779,1.44,1.4878
sa549595,Michael,Ynoa,OAK,1,0.99,0.01,0.99,NULL,5,0.175438596491228,0.1754,0.0482,0.0783,0,0.5167,0.5433,0.0553,0.6128,0.6551,5.5152,5.8959,1.105,0.14,1.4434,1.2953,0.7057,4.8897,4.6503,1.26,1.6217
sa526467,Scott,Lyman,MIA,1,1,0,1,NULL,5,1,0,0.0387,0.0613,0,0.535,0.598,0.0419,0.6128,0.6564,5.5152,5.9076,1.1009,0.12,1.5026,1.1751,0.7009,5.382,4.815,1.08,1.6359
sa737046,Jose,Mendez,NYN,1,0.987,0.013,0.987,NULL,5,0.186322807017544,0.1731,0.0411,0.0856,0,0.4542,0.5303,0.046,0.6128,0.6563,5.5152,5.9067,1.128,0.15,1.5579,1.2171,0.7011,4.7727,4.0878,1.35,1.5822
sa598108,Daniel,Oliver,MIA,1,0.978,0.022,0.978,NULL,5,1,0,0.0387,0.0613,0,0.5149,0.576,0.044,0.6129,0.6564,5.5161,5.9076,1.1124,0.12,1.5176,1.1868,0.7079,5.184,4.6341,1.08,1.6273
sa598184,Alex,Gillingham,HOU,1,0.714,0.286,0.714,NULL,5,0.175438596491228,0.1754,0.0432,0.0671,0,0.3693,0.5171,0.0554,0.613,0.6541,5.517,5.8869,1.1677,0.16,1.4878,1.3319,0.7219,4.6539,3.3237,1.44,1.537
sa657857,Shane,Watson,PHI,1,1,0,1,NULL,5,0.175438596491228,0.1754,0.0403,0.0868,0,0.4489,0.5579,0.0394,0.6131,0.6562,5.5179,5.9058,1.1223,0.15,1.547,1.2093,0.6902,5.0211,4.0401,1.35,1.5712
sa658618,Storm,Throne,CHA,1,0,1,0,NULL,5,1,0,0.0387,0.0613,0,0.5018,0.5914,0.0416,0.6132,0.6544,5.5188,5.8896,1.1185,0.16,1.4394,1.2893,0.6849,5.3226,4.5162,1.44,1.6203
sa597424,Felix,Jorge,MIN,1,1,0,1,NULL,5,0.278508771929825,0.1535,0.0445,0.086,0,0.4295,0.5546,0.0398,0.6132,0.6547,5.5188,5.8923,1.1528,0.14,1.447,1.2971,0.7424,4.9914,3.8655,1.26,1.5823
sa548015,Jose,Guzman,CIN,1,0.9,0.1,0.9,NULL,5,0.725173684210526,0.0585,0.0319,0.1092,0,0.481,0.5678,0.0511,0.6134,0.6567,5.5206,5.9103,1.1093,0.16,1.5323,1.1971,0.6917,5.1102,4.329,1.44,1.5903
9124,Charlie,Leesman,CHA,38.3616,38.3616,0,1,89.6,176,6.7301052632,6.7301,1.7934,3.0819,0,22.1797,25.891,1.8516,23.5329,25.2151,5.52104448198198,5.91570476726727,40.8061,5.07,57.6332,42.256,25.1034,6.0742774024024,5.20357075825826,1.18947072072072,1.64189710543877
sa540691,Juan Yasser,Serrano,FA,1,1,0,1,NULL,5,1,0,0.0386,0.0614,0,0.3918,0.4844,0.0442,0.6135,0.6562,5.5215,5.9058,1.161,0.15,1.5425,1.2896,0.7303,4.3596,3.5262,1.35,1.5528
sa185722,Alejandro,Armenta,FA,1,0.985,0.015,0.985,NULL,5,0.187971929824561,0.1728,0.0463,0.0803,0,0.4335,0.4839,0.0373,0.6135,0.6565,5.5215,5.9085,1.1493,0.14,1.5365,1.2846,0.7274,4.3551,3.9015,1.26,1.5828
sa529941,Yadel,Marti,FA,1,1,0,1,NULL,5,1,0,0.0386,0.0614,0,0.4178,0.507,0.0394,0.6135,0.6562,5.5215,5.9058,1.1485,0.15,1.527,1.2766,0.723,4.563,3.7602,1.35,1.5663
sa504802,Ricardo,Pereira,SEA,1,0.208,0.792,0.208,NULL,5,0.828243859649123,0.0365,0.0405,0.0643,0,0.473,0.489,0.0461,0.6137,0.6557,5.5233,5.9013,1.1425,0.15,1.4929,1.3372,0.7082,4.401,4.257,1.35,1.6155
sa657123,Eduar,Lopez,LAA,1,0.985,0.015,0.985,NULL,5,0.190198245614035,0.1723,0.0496,0.077,0,0.5646,0.6412,0.0411,0.6137,0.6556,5.5233,5.9004,1.0707,0.14,1.3908,1.2484,0.6724,5.7708,5.0814,1.26,1.6353
sa731235,Kyle,Schepel,ARI,1,0.892,0.108,0.892,NULL,5,0.175438596491228,0.1754,0.0454,0.0754,0,0.5452,0.5737,0.0508,0.614,0.6577,5.526,5.9193,1.0889,0.14,1.5154,1.1866,0.6881,5.1633,4.9068,1.26,1.6341
sa658128,Daniel,Minor,HOU,1,0.76,0.24,0.76,NULL,5,0.175438596491228,0.1754,0.0436,0.0694,0,0.3942,0.5363,0.0437,0.6141,0.6553,5.5269,5.8977,1.1572,0.16,1.475,1.3205,0.7157,4.8267,3.5478,1.44,1.5514
sa392079,Daniel,Mahoney,NYA,1,0,1,0,NULL,5,1,0,0.0386,0.0614,0,0.5243,0.5513,0.038,0.6141,0.6559,5.5269,5.9031,1.1128,0.16,1.4536,1.3021,0.691,4.9617,4.7187,1.44,1.6371
sa390181,Leroy,Hunt,CHA,1,0,1,0,NULL,5,1,0,0.0386,0.0614,0,0.5085,0.5957,0.055,0.6143,0.6555,5.5287,5.8995,1.1166,0.16,1.437,1.2872,0.6838,5.3613,4.5765,1.44,1.6251
sa504229,Jhon,Garcia,MIN,1,0.897,0.103,0.897,NULL,5,0.260038596491228,0.1574,0.0441,0.0798,0,0.3782,0.4998,0.0427,0.6145,0.656,5.5305,5.904,1.1829,0.15,1.4831,1.3294,0.7609,4.4982,3.4038,1.35,1.5611
sa510106,Wilsen,Palacios,DET,1,0.991,0.009,0.991,NULL,4,0.182529824561404,0.1739,0.0503,0.0765,0,0.3833,0.4906,0.0342,0.6147,0.6564,5.5323,5.9076,1.1552,0.16,1.5042,1.3442,0.7071,4.4154,3.4497,1.44,1.5385
sa596850,Angel,Guerra,LAA,1,0.921,0.079,0.921,NULL,5,0.24049649122807,0.1616,0.0487,0.0759,0,0.404,0.4808,0.0431,0.6147,0.6566,5.5323,5.9094,1.1586,0.15,1.4979,1.3446,0.7242,4.3272,3.636,1.35,1.5626
sa503356,Nicholas,Struck,CHN,1,0.984,0.016,0.984,NULL,5,0.1916,0.172,0.0423,0.0843,0,0.4785,0.5256,0.0386,0.6148,0.6585,5.5332,5.9265,1.1236,0.14,1.5536,1.213,0.7096,4.7304,4.3065,1.26,1.6021
sa550236,Ismael,Guillon,CIN,1,0.992,0.008,0.992,91.4,5,0.175438596491228,0.1754,0.0423,0.0843,0,0.7974,0.8779,0.033,0.6148,0.6584,5.5332,5.9256,0.9343,0.12,1.3091,1.0227,0.5909,7.9011,7.1766,1.08,1.7317
sa503212,Steven,Ewing,SEA,1,0.971,0.029,0.971,NULL,5,0.175438596491228,0.1754,0.0488,0.0766,0,0.5112,0.5268,0.0485,0.6149,0.6573,5.5341,5.9157,1.1142,0.14,1.4642,1.3115,0.6946,4.7412,4.6008,1.26,1.6254
sa455002,Blake,Martin,MIN,1,0.301,0.699,0.301,NULL,5,1,0,0.0385,0.0615,0,0.6419,0.6471,0.045,0.6149,0.6571,5.5341,5.9139,1.0815,0.12,1.3734,1.2311,0.7046,5.8239,5.7771,1.08,1.7234
sa326541,Sergio,Perez,OAK,1,0.965,0.035,0.965,NULL,5,0.705549122807018,0.0626,0.041,0.1032,0,0.4721,0.4918,0.0597,0.615,0.6574,5.535,5.9166,1.1328,0.15,1.4775,1.3259,0.7224,4.4262,4.2489,1.35,1.6049
